Source page: http://www.houstontexans.com/team/roster.html,,,,,,,,
name_link,name_link/_text,number,pos_value,ht_number,wt_number,age_number,exp_value,college_value
http://www.houstontexans.com/team/roster/John-Simon/93d40948-092a-4a2b-8019-45640d0d5f37,"Simon, John",51,LB,6; 1,252,24,3,Ohio State
http://www.houstontexans.com/team/roster/Chad-Slade/6d266816-6a38-4a74-b5c0-c73c37fad277,"Slade, Chad",62,G,6; 5,315,23,R,Auburn
http://www.houstontexans.com/team/roster/Jaelen-Strong/55f524b1-ec3a-42c7-875d-d4692e803583,"Strong, Jaelen",11,WR,6; 2,217,21,R,Arizona State
http://www.houstontexans.com/team/roster/Xavier-Su'a-Filo/d8c1c64d-6df4-4444-b7cf-1a1045530547,"Su'a-Filo, Xavier",71,OG,6; 4,307,24,2,UCLA
http://www.houstontexans.com/team/roster/Jeff-Tarpinian/b2f9efcb-0dac-4b93-a89f-3feb70d8971c,"Tarpinian, Jeff",52,LB,6; 3,240,27,4,Iowa
http://www.houstontexans.com/team/roster/Carlos-Thompson/9f8d1f64-9ecc-40c7-bc57-bbe141a37703,"Thompson, Carlos",44,OLB,6; 5,243,23,R,Mississippi
http://www.houstontexans.com/team/roster/Lynden-Trail/49b27e08-6c58-434e-a93f-254e13f46e05,"Trail, Lynden",47,OLB,6; 7,269,24,R,Norfolk State
http://www.houstontexans.com/team/roster/Joseph-Treadwell/243d9d01-795d-4bba-b9a3-231aa4fa6451,"Treadwell, Joseph",66,T,6; 5,324,22,R,Louisiana-Monroe
http://www.houstontexans.com/team/roster/Justin-Tuggle/54119753-d0be-4e5d-8f65-9404db34ee5a,"Tuggle, Justin",57,LB,6; 0,247,25,3,Kansas State
http://www.houstontexans.com/team/roster/Nate-Washington/b15440a3-cfa2-4384-aa8b-fa17c8913ae3,"Washington, Nate",85,WR,6; 1,183,31,11,Tiffin University
http://www.houstontexans.com/team/roster/Tony-Washington/921836c8-4845-447f-b8dc-d1e6f7aae95e,"Washington, Tony",49,OLB,6; 4,247,23,R,Oregon
http://www.houstontexans.com/team/roster/J.J.-Watt/b44e970b-c671-4671-a527-8ecc06f5b7b9,"Watt, J.J.",99,DE,6; 5,289,26,5,Wisconsin
http://www.houstontexans.com/team/roster/Jon-Weeks/3509dcf5-2779-4c3f-b313-60ecc715f49b,"Weeks, Jon",46,LS,5; 10,246,29,6,Baylor
http://www.houstontexans.com/team/roster/Cody-White/99dceb08-91c9-427d-9ce1-ab9559a5b923,"White, Cody",67,G,6; 3,303,27,4,Illinois State
http://www.houstontexans.com/team/roster/Vince-Wilfork/91cac902-6063-434a-bb09-272dbea9fc11,"Wilfork, Vince",75,DT,6; 2,325,33,12,Miami (Fla.)
http://www.houstontexans.com/team/roster/Bryan-Witzmann/fa49ca13-b6b6-4e7f-b773-105ce6b727eb,"Witzmann, Bryan",68,T,6; 7,311,25,2,South Dakota State
http://www.houstontexans.com/team/roster/Chandler-Worthy/f42e6165-6b4c-43ae-b2ee-c163eeead833,"Worthy, Chandler",6,WR,5; 9,173,21,R,Troy
http://www.houstontexans.com/team/roster/Will-Yeatman/a037c930-0230-4d37-b47a-409c5ad31b23,"Yeatman, Will",74,T,6; 6,315,27,5,Maryland
